Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score
13936.0,180,1,376.58,1,1,2,112,4
13937.0,169,1,158.85,1,1,1,111,3
13938.0,35,1,71.66,3,1,1,311,5
13939.0,23,3,568.55,3,3,2,332,8
13940.0,17,4,839.14,4,3,3,433,10
13941.0,22,5,4354.08,3,4,4,344,11
13946.0,79,3,496.04999999999995,2,3,2,232,7
13947.0,65,1,90.6,2,1,1,211,4
13948.0,361,1,102.0,1,1,1,111,3
13949.0,3,6,2427.32,4,4,4,444,12
13950.0,11,4,745.06,4,3,3,433,10
13951.0,176,3,651.65,1,3,3,133,7
13952.0,218,2,3251.071,1,2,4,124,7
13953.0,7,2,265.68,4,2,1,421,7
13954.0,2,2,439.92,4,2,2,422,8
13955.0,154,2,322.96,1,2,2,122,5
13956.0,5,5,1019.27,4,4,3,443,11
13959.0,79,3,594.04,2,3,2,232,7
13960.0,21,2,230.22,3,2,1,321,6
13962.0,22,2,169.55,3,2,1,321,6
13963.0,308,4,664.54,1,3,3,133,7
13967.0,146,1,80.7,1,1,1,111,3
13969.0,7,18,9024.17,4,4,4,444,12
13971.0,19,8,2758.26,3,4,4,344,11
13972.0,71,2,190.25,2,2,1,221,5
13973.0,287,1,264.7,1,1,1,111,3
13974.0,49,1,413.59000000000003,3,1,2,312,6
13975.0,31,6,2461.2400000000002,3,4,4,344,11
13976.0,207,1,357.98,1,1,2,112,4
13978.0,15,2,196.79000000000002,4,2,1,421,7
13979.0,73,1,869.87,2,1,3,213,6
13980.0,60,1,200.14,2,1,1,211,4
13982.0,39,4,1871.81,3,3,4,334,10
13983.0,30,12,2603.43,3,4,4,344,11
13984.0,27,4,488.03,3,3,2,332,8
13985.0,4,15,7060.13,4,4,4,444,12
13986.0,17,1,239.82,4,1,1,411,6
13988.0,20,6,4147.96,3,4,4,344,11
13989.0,66,2,1029.92,2,2,3,223,7
13990.0,213,1,311.3,1,1,2,112,4
13991.0,12,6,852.88,4,4,3,443,11
13992.0,30,1,76.8,3,1,1,311,5
13993.0,43,9,3466.36,3,4,4,344,11
13994.0,4,6,2274.14,4,4,4,444,12
13995.0,15,5,1393.69,4,4,3,443,11
13999.0,10,12,3901.81,4,4,4,444,12
14000.0,211,1,500.3,1,1,2,112,4
14001.0,46,3,2043.0800000000002,3,3,4,334,10
14002.0,134,2,529.73,2,2,2,222,6
14004.0,43,7,4582.64,3,4,4,344,11
14005.0,10,5,2521.92,4,4,4,444,12
14006.0,116,3,962.19,2,3,3,233,8
14009.0,198,2,695.61,1,2,3,123,6
14012.0,278,1,328.8,1,1,2,112,4
14013.0,110,3,473.02,2,3,2,232,7
14014.0,77,1,505.18,2,1,2,212,5
14015.0,53,1,917.34,2,1,3,213,6
14016.0,162,4,4341.21,1,3,4,134,8
14019.0,47,3,1369.77,3,3,3,333,9
14020.0,17,2,642.8,4,2,2,422,8
14021.0,155,3,631.9,1,3,2,132,6
14022.0,225,1,440.0,1,1,2,112,4
14023.0,7,2,584.07,4,2,2,422,8
14024.0,122,2,327.7,2,2,2,222,6
14027.0,61,1,104.82,2,1,1,211,4
14029.0,63,2,467.66,2,2,2,222,6
14030.0,18,8,2358.84,4,4,4,444,12
14031.0,7,17,12308.78,4,4,4,444,12
14032.0,2,11,2975.59,4,4,4,444,12
14034.0,22,3,648.89,3,3,3,333,9
14035.0,29,5,1428.02,3,4,3,343,10
14036.0,285,1,626.65,1,1,2,112,4
14037.0,176,2,147.20000000000002,1,2,1,121,4
14038.0,78,3,1560.38,2,3,3,233,8
14039.0,33,1,152.2,3,1,1,311,5
14040.0,41,12,3560.32,3,4,4,344,11
14041.0,266,1,141.41,1,1,1,111,3
14044.0,27,4,646.42,3,3,2,332,8
14045.0,109,2,1090.8,2,2,3,223,7
14046.0,284,1,154.99,1,1,1,111,3
14047.0,9,5,1308.6100000000001,4,4,3,443,11
14048.0,305,1,409.93,1,1,2,112,4
14049.0,17,4,5578.72,4,3,4,434,11
14050.0,32,2,746.36,3,2,3,323,8
14051.0,1,23,15610.390000000001,4,4,4,444,12
14052.0,20,1,225.36,3,1,1,311,5
14053.0,124,2,260.25,2,2,1,221,5
14054.0,65,1,92.46,2,1,1,211,4
14055.0,106,1,725.6400000000001,2,1,3,213,6
14056.0,1,23,8152.71,4,4,4,444,12
14057.0,24,16,5825.0199999999995,3,4,4,344,11
14059.0,267,1,183.6,1,1,1,111,3
14060.0,5,19,5643.62,4,4,4,444,12
14062.0,10,12,9545.65,4,4,4,444,12
14064.0,29,5,1023.3,3,4,3,343,10
14066.0,267,1,152.55,1,1,1,111,3
14067.0,64,2,374.7,2,2,2,222,6
14068.0,320,1,265.85,1,1,1,111,3
14071.0,4,8,1437.57,4,4,3,443,11
14073.0,32,1,151.04,3,1,1,311,5
14075.0,5,3,942.26,4,3,3,433,10
14076.0,129,1,118.67,2,1,1,211,4
14077.0,41,5,499.41999999999996,3,4,2,342,9
14078.0,102,6,1049.37,2,4,3,243,9
14079.0,125,1,375.1,2,1,2,212,5
14080.0,33,1,45.599999999999994,3,1,1,311,5
14081.0,302,2,921.62,1,2,3,123,6
14082.0,365,1,182.25,1,1,1,111,3
14083.0,4,8,988.5,4,4,3,443,11
14085.0,2,18,4421.29,4,4,4,444,12
14087.0,3,1,191.47,4,1,1,411,6
14088.0,10,13,50491.81,4,4,4,444,12
14089.0,57,1,158.75,2,1,1,211,4
14090.0,325,1,76.32000000000001,1,1,1,111,3
14092.0,8,14,4076.91,4,4,4,444,12
14093.0,12,1,433.86,4,1,2,412,7
14096.0,4,17,65164.79,4,4,4,444,12
14098.0,37,1,147.35,3,1,1,311,5
14099.0,16,11,3104.17,4,4,4,444,12
14100.0,138,1,191.95000000000002,2,1,1,211,4
14101.0,74,6,2839.19,2,4,4,244,10
14102.0,5,5,1105.8799999999999,4,4,3,443,11
14104.0,155,2,216.20999999999998,1,2,1,121,4
14105.0,239,1,1266.23,1,1,3,113,5
14107.0,52,7,2703.23,2,4,4,244,10
14108.0,31,2,597.91,3,2,2,322,7
14109.0,73,1,144.2,2,1,1,211,4
14110.0,4,12,5683.15,4,4,4,444,12
14111.0,14,4,613.65,4,3,2,432,9
14112.0,23,7,2915.15,3,4,4,344,11
14113.0,4,4,1840.42,4,3,4,434,11
14114.0,274,2,386.53,1,2,2,122,5
14116.0,20,5,1382.74,3,4,3,343,10
14117.0,144,1,90.0,1,1,1,111,3
14121.0,4,4,2780.15,4,3,4,434,11
14124.0,84,1,28.080000000000002,2,1,1,211,4
14125.0,11,3,2720.63,4,3,4,434,11
14126.0,8,3,400.85,4,3,2,432,9
14127.0,123,3,709.71,2,3,3,233,8
14128.0,61,2,637.5,2,2,2,222,6
14129.0,2,5,1123.8600000000001,4,4,3,443,11
14130.0,319,1,480.91,1,1,2,112,4
14132.0,2,11,3586.0299999999997,4,4,4,444,12
14133.0,130,3,605.64,2,3,2,232,7
14135.0,2,15,4175.91,4,4,4,444,12
14138.0,2,2,965.8800000000001,4,2,3,423,9
14139.0,46,1,415.82,3,1,2,312,6
14140.0,4,2,935.05,4,2,3,423,9
14141.0,3,4,915.13,4,3,3,433,10
14142.0,373,1,311.81,1,1,2,112,4
14143.0,134,1,115.8,2,1,1,211,4
14145.0,47,3,2554.2,3,3,4,334,10
14146.0,9,5,4191.0,4,4,4,444,12
14147.0,78,2,483.4,2,2,2,222,6
14148.0,234,1,157.2,1,1,1,111,3
14149.0,221,1,446.62,1,1,2,112,4
14150.0,36,2,658.64,3,2,3,323,8
14152.0,75,2,621.29,2,2,2,222,6
14154.0,239,2,1345.62,1,2,3,123,6
14155.0,266,1,118.75,1,1,1,111,3
14156.0,10,53,69423.94,4,4,4,444,12
14157.0,20,2,424.89000000000004,3,2,2,322,7
14158.0,40,1,507.66,3,1,2,312,6
14159.0,20,11,4630.35,3,4,4,344,11
14161.0,216,3,1097.6200000000001,1,3,3,133,7
14162.0,174,2,289.36,1,2,1,121,4
14163.0,87,4,2445.91,2,3,4,234,9
14164.0,81,1,1273.77,2,1,3,213,6
14165.0,276,1,120.44,1,1,1,111,3
14167.0,39,4,562.59,3,3,2,332,8
14171.0,98,1,363.79,2,1,2,212,5
14173.0,11,4,450.84,4,3,2,432,9
14174.0,33,1,134.46,3,1,1,311,5
14175.0,60,3,3222.3,2,3,4,234,9
14176.0,297,4,576.9000000000001,1,3,2,132,6
14177.0,86,4,549.46,2,3,2,232,7
14178.0,9,7,1600.26,4,4,4,444,12
14179.0,41,2,701.57,3,2,3,323,8
14180.0,11,25,4748.52,4,4,4,444,12
14184.0,67,1,452.89,2,1,2,212,5
14185.0,331,1,197.65,1,1,1,111,3
14188.0,31,6,2054.36,3,4,4,344,11
14189.0,2,15,4636.8,4,4,4,444,12
14191.0,2,13,4684.76,4,4,4,444,12
14193.0,68,2,853.39,2,2,3,223,7
14194.0,5,21,11349.52,4,4,4,444,12
14195.0,202,2,375.20000000000005,1,2,2,122,5
14196.0,107,1,335.52,2,1,2,212,5
14198.0,18,4,701.4,4,3,3,433,10
14199.0,218,1,185.39999999999998,1,1,1,111,3
14201.0,60,7,747.44,2,4,3,243,9
14204.0,2,1,150.61,4,1,1,411,6
14205.0,17,2,466.7,4,2,2,422,8
14206.0,239,1,328.15999999999997,1,1,2,112,4
14208.0,95,1,151.74,2,1,1,211,4
14209.0,11,6,2073.43,4,4,4,444,12
14210.0,106,6,1905.8400000000001,2,4,4,244,10
14211.0,53,9,2241.1,2,4,4,244,10
14212.0,90,1,527.6,2,1,2,212,5
14214.0,31,5,1004.38,3,4,3,343,10
14215.0,12,6,1789.72,4,4,4,444,12
14216.0,3,4,1839.3,4,3,4,434,11
14217.0,2,17,2004.98,4,4,4,444,12
14218.0,43,1,169.48000000000002,3,1,1,311,5
14219.0,4,1,89.94,4,1,1,411,6
14220.0,247,2,632.4,1,2,2,122,5
14221.0,42,9,3432.8,3,4,4,344,11
14222.0,177,1,683.17,1,1,3,113,5
14223.0,92,3,991.13,2,3,3,233,8
14224.0,110,4,1009.73,2,3,3,233,8
14226.0,29,5,1889.19,3,4,4,344,11
14227.0,26,10,3350.96,3,4,4,344,11
14229.0,52,3,1547.2,2,3,3,233,8
14231.0,184,3,925.71,1,3,3,133,7
14232.0,43,5,2048.07,3,4,4,344,11
14233.0,49,4,1230.72,3,3,3,333,9
14234.0,22,4,754.12,3,3,3,333,9
14235.0,75,5,3144.86,2,4,4,244,10
14236.0,81,2,490.86,2,2,2,222,6
14237.0,373,1,161.0,1,1,1,111,3
14238.0,326,1,146.85,1,1,1,111,3
14239.0,43,11,2380.85,3,4,4,344,11
14240.0,30,2,890.34,3,2,3,323,8
14241.0,184,1,213.70000000000002,1,1,1,111,3
14242.0,235,2,280.55,1,2,1,121,4
14243.0,9,10,2588.77,4,4,4,444,12
14245.0,220,2,1693.45,1,2,4,124,7
14246.0,111,3,1474.06,2,3,3,233,8
14247.0,278,1,136.76999999999998,1,1,1,111,3
14248.0,318,1,302.58,1,1,2,112,4
14250.0,7,3,1904.05,4,3,4,434,11
14251.0,2,5,2879.7000000000003,4,4,4,444,12
14256.0,260,2,969.0600000000001,1,2,3,123,6
14257.0,64,5,2850.12,2,4,4,244,10
14258.0,9,9,11206.220000000001,4,4,4,444,12
14259.0,142,1,120.0,2,1,1,211,4
14261.0,51,2,1163.45,3,2,3,323,8
14262.0,8,8,2618.23,4,4,4,444,12
14264.0,155,2,333.97,1,2,2,122,5
14265.0,109,2,530.18,2,2,2,222,6
14267.0,163,3,1516.24,1,3,3,133,7
14270.0,332,1,492.65000000000003,1,1,2,112,4
14271.0,226,1,112.32,1,1,1,111,3
14272.0,74,2,437.96,2,2,2,222,6
14273.0,51,4,559.97,3,3,2,332,8
14276.0,99,3,1119.74,2,3,3,233,8
14277.0,15,3,3928.8,4,3,4,434,11
14280.0,197,1,134.04,1,1,1,111,3
14282.0,3,15,3701.44,4,4,4,444,12
14284.0,31,2,595.25,3,2,2,322,7
14285.0,21,4,1910.01,3,3,4,334,10
14286.0,24,3,4628.75,3,3,4,334,10
14287.0,8,2,159.35,4,2,1,421,7
14288.0,213,1,426.6,1,1,2,112,4
14289.0,9,6,911.26,4,4,3,443,11
14290.0,11,5,2314.65,4,4,4,444,12
14291.0,2,11,3883.25,4,4,4,444,12
14292.0,8,9,4871.93,4,4,4,444,12
14293.0,3,4,1046.56,4,3,3,433,10
14295.0,40,1,166.20000000000002,3,1,1,311,5
14297.0,18,4,1305.33,4,3,3,433,10
14298.0,8,42,47200.03,4,4,4,444,12
14299.0,8,9,3861.94,4,4,4,444,12
14300.0,19,1,43.2,3,1,1,311,5
14301.0,117,1,575.34,2,1,2,212,5
14304.0,223,1,383.45,1,1,2,112,4
14305.0,71,3,1858.96,2,3,4,234,9
14306.0,51,2,1633.64,3,2,4,324,9
14307.0,89,6,2995.72,2,4,4,244,10
14309.0,8,9,2214.29,4,4,4,444,12
14311.0,243,1,310.26,1,1,2,112,4
14312.0,47,6,1611.59,3,4,4,344,11
14314.0,107,1,120.0,2,1,1,211,4
14315.0,45,6,2481.13,3,4,4,344,11
14317.0,65,1,508.58000000000004,2,1,2,212,5
14320.0,207,2,477.79,1,2,2,122,5
14321.0,11,5,1530.75,4,4,3,443,11
14323.0,115,2,605.0600000000001,2,2,2,222,6
14326.0,242,1,183.85,1,1,1,111,3
14327.0,163,1,311.65,1,1,2,112,4
14329.0,17,7,4914.76,4,4,4,444,12
14331.0,124,2,462.65999999999997,2,2,2,222,6
14332.0,23,3,840.21,3,3,3,333,9
14333.0,68,1,415.2,2,1,2,212,5
14334.0,17,8,2552.21,4,4,4,444,12
14335.0,16,2,454.86,4,2,2,422,8
14336.0,17,4,1614.91,4,3,4,434,11
14338.0,161,2,588.22,1,2,2,122,5
14339.0,243,1,309.52,1,1,2,112,4
14340.0,219,1,134.7,1,1,1,111,3
14341.0,45,8,2166.98,3,4,4,344,11
14342.0,21,4,668.5600000000001,3,3,3,333,9
14344.0,127,8,889.9300000000001,2,4,3,243,9
14345.0,39,1,108.97999999999999,3,1,1,311,5
14346.0,121,2,1021.58,2,2,3,223,7
14348.0,260,1,409.57,1,1,2,112,4
14349.0,10,1,133.5,4,1,1,411,6
14350.0,274,1,282.93,1,1,1,111,3
14351.0,165,1,51.0,1,1,1,111,3
14352.0,157,4,1078.96,1,3,3,133,7
14353.0,215,1,90.6,1,1,1,111,3
14354.0,6,2,163.62,4,2,1,421,7
14355.0,366,1,174.4,1,1,1,111,3
14356.0,80,2,701.23,2,2,3,223,7
14357.0,43,1,225.12,3,1,1,311,5
14359.0,19,3,912.18,3,3,3,333,9
14360.0,32,4,2118.03,3,3,4,334,10
14362.0,22,1,151.5,3,1,1,311,5
14364.0,109,8,3590.15,2,4,4,244,10
14367.0,8,16,9227.82,4,4,4,444,12
14368.0,320,1,155.0,1,1,1,111,3
14371.0,295,1,100.5,1,1,1,111,3
14373.0,358,1,76.55,1,1,1,111,3
14375.0,185,1,235.56,1,1,1,111,3
14377.0,191,2,617.05,1,2,2,122,5
14379.0,44,2,348.1,3,2,2,322,7
14381.0,52,1,202.68,2,1,1,211,4
14382.0,26,1,607.49,3,1,2,312,6
14383.0,38,3,1247.69,3,3,3,333,9
14385.0,9,3,202.11,4,3,1,431,8
14386.0,297,1,142.4,1,1,1,111,3
14387.0,33,3,1727.6,3,3,4,334,10
14388.0,10,8,3212.84,4,4,4,444,12
14389.0,65,2,1043.46,2,2,3,223,7
14390.0,10,9,4642.57,4,4,4,444,12
14393.0,218,1,67.95,1,1,1,111,3
14395.0,2,9,3479.91,4,4,4,444,12
14396.0,65,2,487.99,2,2,2,222,6
14397.0,3,19,2509.2799999999997,4,4,4,444,12
14400.0,149,1,574.7,1,1,2,112,4
14401.0,4,13,3995.32,4,4,4,444,12
14403.0,130,4,1475.81,2,3,3,233,8
14404.0,34,6,1449.32,3,4,3,343,10
14406.0,119,1,156.75,2,1,1,211,4
14407.0,107,6,2088.13,2,4,4,244,10
14408.0,11,7,2599.03,4,4,4,444,12
14409.0,71,6,1937.0500000000002,2,4,4,244,10
14410.0,92,9,1100.27,2,4,3,243,9
14411.0,311,1,1063.0,1,1,3,113,5
14412.0,43,2,770.03,3,2,3,323,8
14413.0,362,1,121.05,1,1,1,111,3
14414.0,92,7,1441.3,2,4,3,243,9
14415.0,1,13,5855.57,4,4,4,444,12
14416.0,22,2,275.42,3,2,1,321,6
14418.0,4,3,1937.25,4,3,4,434,11
14419.0,11,6,1051.79,4,4,3,443,11
14420.0,99,1,387.52,2,1,2,212,5
14421.0,57,2,813.11,2,2,3,223,7
14422.0,1,6,4263.64,4,4,4,444,12
14423.0,218,1,265.2,1,1,1,111,3
14424.0,18,1,322.08,4,1,2,412,7
14426.0,24,10,4229.67,3,4,4,344,11
14427.0,50,2,363.34000000000003,3,2,2,322,7
14428.0,7,5,1224.06,4,4,3,443,11
14431.0,303,1,470.36,1,1,2,112,4
14432.0,10,6,2248.5,4,4,4,444,12
14434.0,22,6,1372.8,3,4,3,343,10
14436.0,99,1,89.06,2,1,1,211,4
14437.0,366,1,63.0,1,1,1,111,3
14438.0,306,1,131.9,1,1,1,111,3
14439.0,320,1,2661.24,1,1,4,114,6
14440.0,8,5,2357.6800000000003,4,4,4,444,12
14441.0,1,4,1712.89,4,3,4,434,11
14442.0,205,2,1589.82,1,2,4,124,7
14443.0,54,4,1420.2,2,3,3,233,8
14446.0,1,4,1010.35,4,3,3,433,10
14447.0,19,5,1163.23,3,4,3,343,10
14448.0,9,2,375.35,4,2,2,422,8
14449.0,19,4,885.8,3,3,3,333,9
14450.0,181,3,483.25,1,3,2,132,6
14451.0,60,2,643.9,2,2,2,222,6
14452.0,11,2,259.05,4,2,1,421,7
14453.0,190,1,119.93,1,1,1,111,3
14456.0,5,9,3017.28,4,4,4,444,12
14457.0,311,1,113.64,1,1,1,111,3
14459.0,155,1,1837.92,1,1,4,114,6
14460.0,110,3,392.58,2,3,2,232,7
14461.0,148,3,2103.06,1,3,4,134,8
14462.0,66,11,1980.57,2,4,4,244,10
14463.0,98,3,529.62,2,3,2,232,7
14465.0,247,3,1038.44,1,3,3,133,7
14466.0,29,7,2272.4,3,4,4,344,11
14467.0,18,4,596.26,4,3,2,432,9
14470.0,12,2,461.19,4,2,2,422,8
14472.0,104,8,1852.67,2,4,4,244,10
14473.0,74,2,234.34000000000003,2,2,1,221,5
14474.0,46,1,547.66,3,1,2,312,6
14475.0,72,3,925.85,2,3,3,233,8
14476.0,257,1,193.0,1,1,1,111,3
14477.0,20,4,1309.6,3,3,3,333,9
14479.0,254,2,316.25,1,2,2,122,5
14480.0,11,1,279.05,4,1,1,411,6
14481.0,165,2,636.51,1,2,2,122,5
14482.0,18,6,1878.81,4,4,4,444,12
14483.0,282,1,137.1,1,1,1,111,3
14484.0,50,1,321.92,3,1,2,312,6
14485.0,39,1,162.8,3,1,1,311,5
14487.0,27,6,1165.48,3,4,3,343,10
14488.0,68,1,939.48,2,1,3,213,6
14489.0,207,1,463.38,1,1,2,112,4
14491.0,175,2,340.93,1,2,2,122,5
14493.0,7,5,2383.2400000000002,4,4,4,444,12
14494.0,26,1,139.56,3,1,1,311,5
14495.0,51,2,123.8,3,2,1,321,6
14496.0,312,2,538.8100000000001,1,2,2,122,5
14497.0,309,1,475.37,1,1,2,112,4
14498.0,43,5,1957.32,3,4,4,344,11
14499.0,26,3,808.44,3,3,3,333,9
14500.0,88,3,356.85,2,3,2,232,7
14501.0,184,2,251.21,1,2,1,121,4
14502.0,20,11,2429.83,3,4,4,344,11
14503.0,3,6,3543.26,4,4,4,444,12
14504.0,47,4,673.26,3,3,3,333,9
14505.0,17,8,5859.43,4,4,4,444,12
14506.0,17,5,1960.65,4,4,4,444,12
14507.0,24,6,1367.88,3,4,3,343,10
14508.0,22,2,268.05,3,2,1,321,6
14511.0,11,5,1314.81,4,4,3,443,11
14512.0,188,2,275.28,1,2,1,121,4
14513.0,207,2,317.35,1,2,2,122,5
14514.0,61,3,990.2,2,3,3,233,8
14515.0,18,6,2076.89,4,4,4,444,12
14517.0,33,2,330.45,3,2,2,322,7
14518.0,64,1,174.37,2,1,1,211,4
14520.0,2,2,270.6,4,2,1,421,7
14522.0,24,4,974.54,3,3,3,333,9
14523.0,108,1,241.09,2,1,1,211,4
14524.0,32,9,1843.83,3,4,4,344,11
14525.0,20,9,4113.9,3,4,4,344,11
14527.0,3,55,8507.13,4,4,4,444,12
14528.0,37,1,364.21999999999997,3,1,2,312,6
14529.0,60,3,578.61,2,3,2,232,7
14530.0,26,6,2755.01,3,4,4,344,11
14532.0,236,4,932.85,1,3,3,133,7
14533.0,25,7,1583.72,3,4,4,344,11
14534.0,3,18,4397.3,4,4,4,444,12
14535.0,60,3,2854.84,2,3,4,234,9
14536.0,260,1,170.95,1,1,1,111,3
14537.0,58,1,355.56,2,1,2,212,5
14538.0,65,2,388.25,2,2,2,222,6
14539.0,16,2,537.48,4,2,2,422,8
14540.0,10,3,952.66,4,3,3,433,10
14541.0,59,8,1453.35,2,4,3,243,9
14542.0,186,1,103.25,1,1,1,111,3
14543.0,29,16,3599.73,3,4,4,344,11
14544.0,24,2,1900.6200000000001,3,2,4,324,9
14546.0,5,5,2573.93,4,4,4,444,12
14547.0,4,8,3974.75,4,4,4,444,12
14548.0,151,2,652.8,1,2,3,123,6
14549.0,311,1,289.24,1,1,1,111,3
14550.0,11,2,757.37,4,2,3,423,9
14551.0,18,2,186.23,4,2,1,421,7
14552.0,152,1,164.22,1,1,1,111,3
14553.0,19,5,859.27,3,4,3,343,10
14554.0,10,4,2279.4900000000002,4,3,4,434,11
14555.0,57,2,312.54,2,2,2,222,6
14557.0,85,1,788.38,2,1,3,213,6
14560.0,7,20,2086.57,4,4,4,444,12
14561.0,76,3,1080.76,2,3,3,233,8
14562.0,4,18,5006.77,4,4,4,444,12
14565.0,96,4,3099.12,2,3,4,234,9
14567.0,57,2,1530.3600000000001,2,2,3,223,7
14569.0,1,1,227.39,4,1,1,411,6
14570.0,281,2,218.06,1,2,1,121,4
14572.0,3,7,2804.54,4,4,4,444,12
14573.0,180,9,1639.82,1,4,4,144,9
14576.0,372,1,35.400000000000006,1,1,1,111,3
14577.0,13,4,859.71,4,3,3,433,10
14578.0,3,1,168.63,4,1,1,411,6
14581.0,17,1,138.6,4,1,1,411,6
14582.0,41,1,114.11,3,1,1,311,5
14583.0,6,5,986.96,4,4,3,443,11
14584.0,169,4,1033.06,1,3,3,133,7
14585.0,50,1,157.05,3,1,1,311,5
14586.0,277,1,237.36,1,1,1,111,3
14587.0,19,9,1580.29,3,4,3,343,10
14589.0,372,1,39.75,1,1,1,111,3
14591.0,15,4,1320.21,4,3,3,433,10
14592.0,35,3,557.94,3,3,2,332,8
14593.0,22,3,617.15,3,3,2,332,8
14594.0,7,2,363.33,4,2,2,422,8
14595.0,20,6,1740.6,3,4,4,344,11
14597.0,11,2,866.24,4,2,3,423,9
14598.0,44,1,221.97,3,1,1,311,5
14600.0,306,1,393.33000000000004,1,1,2,112,4
14601.0,11,1,213.96,4,1,1,411,6
14606.0,1,93,12076.15,4,4,4,444,12
14607.0,16,11,8484.54,4,4,4,444,12
14608.0,4,4,1785.15,4,3,4,434,11
14616.0,243,3,406.08000000000004,1,3,2,132,6
14618.0,9,3,553.44,4,3,2,432,9
14619.0,246,1,394.44,1,1,2,112,4
14620.0,206,2,412.78000000000003,1,2,2,122,5
14621.0,1,5,1788.3600000000001,4,4,4,444,12
14622.0,185,1,320.58000000000004,1,1,2,112,4
14623.0,32,5,886.7,3,4,3,343,10
14624.0,57,2,225.85,2,2,1,221,5
14625.0,196,2,899.63,1,2,3,123,6
14626.0,24,4,2791.27,3,3,4,334,10
14628.0,91,2,671.96,2,2,3,223,7
14629.0,4,2,955.26,4,2,3,423,9
14631.0,51,3,1006.98,3,3,3,333,9
14632.0,263,1,114.56,1,1,1,111,3
14633.0,266,1,344.90000000000003,1,1,2,112,4
14636.0,36,2,609.85,3,2,2,322,7
14638.0,51,1,443.6,3,1,2,312,6
14639.0,52,6,2984.49,2,4,4,244,10
14640.0,24,6,2107.38,3,4,4,344,11
14641.0,22,1,110.46,3,1,1,311,5
14642.0,59,1,96.12,2,1,1,211,4
14643.0,170,2,693.8100000000001,1,2,3,123,6
14644.0,68,2,830.76,2,2,3,223,7
14645.0,157,2,597.09,1,2,2,122,5
14646.0,2,64,152712.6,4,4,4,444,12
14647.0,201,1,236.04000000000002,1,1,1,111,3
14649.0,5,4,1372.35,4,3,3,433,10
14651.0,67,2,653.75,2,2,3,223,7
14652.0,77,1,114.18,2,1,1,211,4
14653.0,1,7,1926.65,4,4,4,444,12
14655.0,8,4,1932.23,4,3,4,434,11
14656.0,169,2,291.05,1,2,1,121,4
14657.0,18,4,848.22,4,3,3,433,10
14658.0,5,2,247.15,4,2,1,421,7
14659.0,9,9,2529.93,4,4,4,444,12
14660.0,87,2,285.74,2,2,1,221,5
14661.0,27,1,107.95,3,1,1,311,5
14662.0,29,4,741.37,3,3,3,333,9
14664.0,20,2,636.24,3,2,2,322,7
14665.0,61,5,1835.7,2,4,4,244,10
14666.0,24,1,195.25,3,1,1,311,5
14667.0,11,25,9114.56,4,4,4,444,12
14669.0,242,3,1259.24,1,3,3,133,7
14670.0,280,2,392.86,1,2,2,122,5
14672.0,235,2,765.55,1,2,3,123,6
14673.0,3,5,1736.4,4,4,4,444,12
14675.0,16,1,596.36,4,1,2,412,7
14676.0,31,6,2290.7200000000003,3,4,4,344,11
14680.0,25,16,25633.61,3,4,4,344,11
14681.0,71,3,498.95,2,3,2,232,7
14682.0,188,2,52.0,1,2,1,121,4
14684.0,26,5,1201.51,3,4,3,343,10
14687.0,107,1,549.18,2,1,2,212,5
14688.0,8,21,5528.7,4,4,4,444,12
14689.0,209,1,112.8,1,1,1,111,3
14690.0,44,2,355.05,3,2,2,322,7
14691.0,31,5,2114.33,3,4,4,344,11
14692.0,137,4,591.55,2,3,2,232,7
14693.0,265,1,172.9,1,1,1,111,3
14696.0,4,7,2078.95,4,4,4,444,12
14697.0,218,2,188.60999999999999,1,2,1,121,4
14698.0,2,5,1217.27,4,4,3,443,11
14699.0,214,1,109.13000000000001,1,1,1,111,3
14700.0,32,3,2195.1,3,3,4,334,10
14701.0,11,9,2526.09,4,4,4,444,12
14702.0,1,17,3251.79,4,4,4,444,12
14703.0,15,1,318.17,4,1,2,412,7
14704.0,11,9,1493.96,4,4,3,443,11
14705.0,199,1,179.0,1,1,1,111,3
14708.0,3,3,988.13,4,3,3,433,10
14709.0,15,13,4921.04,4,4,4,444,12
14710.0,14,4,599.48,4,3,2,432,9
14711.0,10,11,2839.62,4,4,4,444,12
14712.0,29,3,917.07,3,3,3,333,9
14713.0,9,11,2662.2,4,4,4,444,12
14714.0,24,1,79.55,3,1,1,311,5
14715.0,25,4,867.38,3,3,3,333,9
14716.0,43,2,257.11,3,2,1,321,6
14719.0,2,5,1581.84,4,4,3,443,11
14720.0,6,3,663.81,4,3,3,433,10
14722.0,147,1,180.42000000000002,1,1,1,111,3
14723.0,10,6,1122.3600000000001,4,4,3,443,11
14725.0,25,1,577.58,3,1,2,312,6
14727.0,274,1,268.58,1,1,1,111,3
14729.0,374,1,313.49,1,1,2,112,4
14730.0,1,8,1897.57,4,4,4,444,12
14731.0,47,3,380.02,3,3,2,332,8
14732.0,8,8,2702.4900000000002,4,4,4,444,12
14733.0,16,12,9585.91,4,4,4,444,12
14735.0,4,32,6065.69,4,4,4,444,12
14737.0,4,3,1164.55,4,3,3,433,10
14738.0,43,7,1314.45,3,4,3,343,10
14739.0,4,7,3132.84,4,4,4,444,12
14740.0,197,3,1448.21,1,3,3,133,7
14741.0,12,6,1306.74,4,4,3,443,11
